[NN] | transplantation | transplant | 0-0 | 0.6666666666666666 | OtherRelated
[NNS] | generalities | general | 0-0 |0.5833333333333334| ReverseEntailment
[VBG] | backstopping | backing | 0-0 |0.5833333333333334| Independent
[VBZ] | acknowledges | reminds | 0-0 |0.5833333333333334| Independent
[VBD] | concentrated | related | 0-0 |0.5833333333333334| Independent
[VBZ] | accommodates | adjusts | 0-0 |0.5833333333333334| Independent
[NNPS] | measurements | metrics | 0-0 |0.5833333333333334| Independent
[VBN] | synchronised | synched | 0-0 |0.5833333333333334| Independent
[VBG] | interlinking | linking | 0-0 |0.5833333333333334| ReverseEntailment
[VBD] | acknowledged | learned | 0-0 |0.5833333333333334| Independent
[NNS] | determinants | factors | 0-0 |0.5833333333333334| Independent
[VBZ] | declarations | reports | 0-0 |0.5833333333333334| Independent
[VBZ] | reservations | remains | 0-0 |0.5833333333333334| Independent
[NNS] | replacements | repairs | 0-0 |0.5833333333333334| Independent
[VBZ] | implications | impacts | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | demonstrates | informs | 0-0 |0.5833333333333334| Independent
[VBZ] | communicates | conveys | 0-0 |0.5833333333333334| Independent
[NNS] | chairpersons | chaired | 0-0 |0.5833333333333334| Independent
[VBZ] | demonstrates | conveys | 0-0 |0.5833333333333334| Independent
[VBD] | disadvantage | damaged | 0-0 |0.5833333333333334| Independent
[VBZ] | incorporates | include | 0-0 |0.5833333333333334| Independent
[VBN] | necessitated | created | 0-0 |0.5833333333333334| Independent
[VBD] | commemorated | saluted | 0-0 |0.5833333333333334| Independent
[VBN] | horsewhipped | whipped | 0-0 |0.5833333333333334| ForwardEntailment
[VBN] | reformulated | revised | 0-0 |0.5833333333333334| Independent
[VBN] | communicated | updated | 0-0 |0.5833333333333334| Independent
[VBZ] | contemplates | relates | 0-0 |0.5833333333333334| Independent
[VBZ] | acknowledges | recalls | 0-0 |0.5833333333333334| Independent
[NNPS] | determinants | factors | 0-0 |0.5833333333333334| Equivalence
[NNS] | peacekeepers | keepers | 0-0 |0.5833333333333334| ReverseEntailment
[VBZ] | acknowledges | reveals | 0-0 |0.5833333333333334| Independent
[VBD] | acknowledged | pledged | 0-0 |0.5833333333333334| Independent
[NNS] | restrictions | imposed | 0-0 |0.5833333333333334| Independent
[VBZ] | demonstrates | testing | 0-0 |0.5833333333333334| Independent
[VBD] | acknowledged | thanked | 0-0 |0.5833333333333334| Independent
[VBZ] | demonstrates | denotes | 0-0 |0.5833333333333334| Independent
[VBD] | demonstrated | created | 0-0 |0.5833333333333334| Independent
[NNS] | restorations | repairs | 0-0 |0.5833333333333334| ReverseEntailment
[NNS] | step-parents | parents | 0-0 |0.5833333333333334| ForwardEntailment
[VBN] | reconsidered | vacated | 0-0 |0.5833333333333334| Independent
[VBG] | articulating | clarify | 0-0 |0.5833333333333334| Independent
[VBN] | reconsidered | resumed | 0-0 |0.5833333333333334| Independent
[VBD] | modification | revised | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | consequences | affects | 0-0 |0.5833333333333334| Independent
[VBZ] | arrangements | matters | 0-0 |0.5833333333333334| Independent
[NNS] | requirements | minimum | 0-0 |0.5833333333333334| Independent
[VBZ] | reformations | reforms | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | transmitting | submits | 0-0 |0.5833333333333334| Independent
[VBZ] | acknowledges | accuses | 0-0 |0.5833333333333334| OtherRelated
[VBN] | reengineered | revised | 0-0 |0.5833333333333334| Independent
[NNS] | eyewitnesses | witness | 0-0 |0.5833333333333334| ReverseEntailment
[NNS] | bombardments | bombers | 0-0 |0.5833333333333334| OtherRelated
[VBG] | leapfrogging | leaping | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | implications | entails | 0-0 |0.5833333333333334| Independent
[NNS] | pastoralists | pastors | 0-0 |0.5833333333333334| ReverseEntailment
[VBD] | manufactured | product | 0-0 |0.5833333333333334| Independent
[VBN] | accommodated | located | 0-0 |0.5833333333333334| Independent
[VBZ] | demonstrates | assumes | 0-0 |0.5833333333333334| Independent
[VBD] | acknowledged | knowing | 0-0 |0.5833333333333334| ForwardEntailment
[VBN] | acknowledged | engaged | 0-0 |0.5833333333333334| Independent
[VBN] | deteriorated | receded | 0-0 |0.5833333333333334| Independent
[VBD] | commandeered | ordered | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | expectations | expects | 0-0 |0.5833333333333334| OtherRelated
[VBN] | imprisonment | imposed | 0-0 |0.5833333333333334| Independent
[VB] | safeguarding | protect | 0-0 |0.5833333333333334| Equivalence
[VBZ] | corroborates | asserts | 0-0 |0.5833333333333334| Independent
[NNS] | importations | imports | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | commemorates | recalls | 0-0 |0.5833333333333334| Independent
[VBZ] | interference | affects | 0-0 |0.5833333333333334| Independent
[VBG] | amalgamating | merging | 0-0 |0.5833333333333334| Equivalence
[VBD] | restructured | revised | 0-0 |0.5833333333333334| Independent
[NNS] | denominators | factors | 0-0 |0.5833333333333334| Independent
[NNS] | strawberries | berries | 0-0 |0.5833333333333334| ReverseEntailment
[VBZ] | verification | testing | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | concentrates | centers | 0-0 |0.5833333333333334| Independent
[JJ] | ever-greater | largest | 0-0 |0.5833333333333334| OtherRelated
[VBN] | concentrated | covered | 0-0 |0.5833333333333334| Independent
[VBD] | guaranteeing | secured | 0-0 |0.5833333333333334| OtherRelated
[VBG] | interlocking | locking | 0-0 |0.5833333333333334| ReverseEntailment
[VBZ] | incorporates | conveys | 0-0 |0.5833333333333334| Independent
[NNS] | facilitators | factors | 0-0 |0.5833333333333334| Independent
[VBD] | manufactured | produce | 0-0 |0.5833333333333334| Independent
[JJ] | self-serving | selfish | 0-0 |0.5833333333333334| Equivalence
[VBZ] | concentrates | conveys | 0-0 |0.5833333333333334| Independent
[NNS] | reformations | reforms | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | concentrates | devotes | 0-0 |0.5833333333333334| OtherRelated
[NNS] | coefficients | factors | 0-0 |0.5833333333333334| Independent
[VBG] | transforming | forming | 0-0 |0.5833333333333334| Independent
[VBD] | demonstrated | donated | 0-0 |0.5833333333333334| Independent
[VBD] | investigated | inquiry | 0-0 |0.5833333333333334| Independent
[VBZ] | incorporates | denotes | 0-0 |0.5833333333333334| Independent
[VBZ] | implications | impedes | 0-0 |0.5833333333333334| Independent
[VBD] | participated | invited | 0-0 |0.5833333333333334| Independent
[VBZ] | cancellation | cancels | 0-0 |0.5833333333333334| ReverseEntailment
[VBZ] | participates | engages | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | implications | affects | 0-0 |0.5833333333333334| Independent
[VBG] | cold-linking | linking | 0-0 |0.5833333333333334| ForwardEntailment
[NNS] | marketplaces | markets | 0-0 |0.5833333333333334| ForwardEntailment
[VBD] | verification | checked | 0-0 |0.5833333333333334| OtherRelated
[NNS] | shareholders | holders | 0-0 |0.5833333333333334| ReverseEntailment
[NNS] | householders | holders | 0-0 |0.5833333333333334| ForwardEntailment
[NNS] | expenditures | budgets | 0-0 |0.5833333333333334| OtherRelated
[VBN] | transitioned | shifted | 0-0 |0.5833333333333334| ForwardEntailment
[VBN] | reconsidered | refined | 0-0 |0.5833333333333334| Independent
[VBN] | deteriorated | decayed | 0-0 |0.5833333333333334| Independent
[VBZ] | corroborates | attests | 0-0 |0.5833333333333334| Independent
[VBN] | publications | printed | 0-0 |0.5833333333333334| OtherRelated
[NNS] | householders | holders | 0-0 |0.5833333333333334| ReverseEntailment
[NNS] | explanations | excuses | 0-0 |0.5833333333333334| ReverseEntailment
[NNS] | applications | applied | 0-0 |0.5833333333333334| Independent
[VBD] | deteriorated | degrade | 0-0 |0.5833333333333334| Independent
[VBD] | concentrated | devoted | 0-0 |0.5833333333333334| OtherRelated
[NNS] | placeholders | holders | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | participates | assists | 0-0 |0.5833333333333334| OtherRelated
[VBG] | leapfrogging | leaping | 0-0 |0.5833333333333334| ReverseEntailment
[VBN] | reciprocated | reacted | 0-0 |0.5833333333333334| Independent
[VBN] | concentrated | focused | 0-0 |0.5833333333333334| Equivalence
[NNS] | photocopiers | copiers | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | acknowledges | accepts | 0-0 |0.5833333333333334| Independent
[VBZ] | concentrates | prefers | 0-0 |0.5833333333333334| Independent
[VBN] | reintroduced | induced | 0-0 |0.5833333333333334| Independent
[VBN] | incorporated | written | 0-0 |0.5833333333333334| Independent
[VBN] | incorporated | covered | 0-0 |0.5833333333333334| Independent
[VBZ] | examinations | reviews | 0-0 |0.5833333333333334| Independent
[VBD] | restructured | amended | 0-0 |0.5833333333333334| Independent
[VBZ] | deteriorates | impairs | 0-0 |0.5833333333333334| Independent
[VBD] | crash-landed | crashed | 0-0 |0.5833333333333334| ForwardEntailment
[VBN] | modification | updated | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | declarations | asserts | 0-0 |0.5833333333333334| Independent
[VBN] | commissioned | mission | 0-0 |0.5833333333333334| Independent
[VBD] | investigated | surveys | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | implementing | develop | 0-0 |0.5833333333333334| OtherRelated
[VBN] | synchronized | clocked | 0-0 |0.5833333333333334| Independent
[NNPS] | measurements | mesures | 0-0 |0.5833333333333334| Independent
[NNPS] | headquarters | centres | 0-0 |0.5833333333333334| Independent
[VBD] | strengthened | further | 0-0 |0.5833333333333334| Independent
[VBN] | participated | engaged | 0-0 |0.5833333333333334| OtherRelated
[VBN] | reconfigured | rebuilt | 0-0 |0.5833333333333334| Independent
[VBZ] | incorporates | entails | 0-0 |0.5833333333333334| Independent
[VBZ] | reintroduces | repeats | 0-0 |0.5833333333333334| Independent
[VBG] | facilitating | helping | 0-0 |0.5833333333333334| Independent
[VBN] | demonstrated | related | 0-0 |0.5833333333333334| Independent
[VBZ] | demonstrates | clearly | 0-0 |0.5833333333333334| Independent
[RB] | legitimately | legally | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | incorporates | submits | 0-0 |0.5833333333333334| Independent
[VBD] | consolidated | enhance | 0-0 |0.5833333333333334| Independent
[NNS] | translations | version | 0-0 |0.5833333333333334| Independent
[VBZ] | communicates | informs | 0-0 |0.5833333333333334| Independent
[VB] | re-establish | restore | 0-0 |0.5833333333333334| OtherRelated
[VBN] | demonstrated | written | 0-0 |0.5833333333333334| Independent
[VBN] | transitioned | changed | 0-0 |0.5833333333333334| ReverseEntailment
[NNS] | importations | imports | 0-0 |0.5833333333333334| ReverseEntailment
[NNS] | explanations | excuses | 0-0 |0.5833333333333334| ForwardEntailment
[VBN] | reclassified | refiled | 0-0 |0.5833333333333334| Independent
[NN] | disagreement | dissent | 0-0 |0.5833333333333334| OtherRelated
[JJ] | over-crowded | crowded | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | demonstrates | reveals | 0-0 |0.5833333333333334| Independent
[VBZ] | incorporates | equates | 0-0 |0.5833333333333334| Independent
[NNS] | stockbrokers | brokers | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | contaminates | infects | 0-0 |0.5833333333333334| Equivalence
[NN] | pre-eminence | primacy | 0-0 |0.5833333333333334| Equivalence
[VBZ] | accommodates | accepts | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | investigates | surveys | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | demonstrates | relates | 0-0 |0.5833333333333334| Independent
[VBZ] | guaranteeing | ensures | 0-0 |0.5833333333333334| Independent
[NNS] | blackberries | berries | 0-0 |0.5833333333333334| ForwardEntailment
[VBN] | concentrated | devoted | 0-0 |0.5833333333333334| Independent
[VBZ] | relinquishes | resigns | 0-0 |0.5833333333333334| Independent
[VBZ] | expenditures | budgets | 0-0 |0.5833333333333334| Independent
[NNS] | strawberries | berries | 0-0 |0.5833333333333334| ForwardEntailment
[VBG] | guaranteeing | ensures | 0-0 |0.5833333333333334| Independent
[VBG] | safeguarding | ensures | 0-0 |0.5833333333333334| Independent
[VBD] | modification | amended | 0-0 |0.5833333333333334| OtherRelated
[VBD] | preparations | planned | 0-0 |0.5833333333333334| Independent
[VBN] | acknowledged | managed | 0-0 |0.5833333333333334| Independent
[VBD] | strengthened | enhance | 0-0 |0.5833333333333334| Independent
[VBZ] | consultation | confers | 0-0 |0.5833333333333334| Independent
[VBN] | incorporated | removed | 0-0 |0.5833333333333334| Independent
[NNPS] | importations | imports | 0-0 |0.5833333333333334| Equivalence
[VBZ] | consequences | results | 0-0 |0.5833333333333334| Independent
[VBN] | applications | applied | 0-0 |0.5833333333333334| Independent
[NNS] | replacements | replace | 0-0 |0.5833333333333334| ForwardEntailment
[VBG] | highlighting | hailing | 0-0 |0.5833333333333334| Independent
[VBZ] | interference | fetters | 0-0 |0.5833333333333334| Independent
[VBN] | acknowledged | acceded | 0-0 |0.5833333333333334| Independent
[VBZ] | instructions | remarks | 0-0 |0.5833333333333334| Independent
[VBZ] | necessitates | invites | 0-0 |0.5833333333333334| Independent
[VBG] | ascertaining | tracing | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | incorporates | devotes | 0-0 |0.5833333333333334| OtherRelated
[VBN] | restructured | renewed | 0-0 |0.5833333333333334| Independent
[VBZ] | instructions | prompts | 0-0 |0.5833333333333334| Independent
[VBN] | restructured | updated | 0-0 |0.5833333333333334| Independent
[VBZ] | acknowledges | belongs | 0-0 |0.5833333333333334| Independent
[VBD] | modification | altered | 0-0 |0.5833333333333334| Independent
[NNS] | motherboards | mothers | 0-0 |0.5833333333333334| Independent
[VBN] | accommodated | enabled | 0-0 |0.5833333333333334| Independent
[NN] | high-quality | quality | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | accommodates | equates | 0-0 |0.5833333333333334| Independent
[VBZ] | reintroduces | reverts | 0-0 |0.5833333333333334| Independent
[VBN] | incorporated | located | 0-0 |0.5833333333333334| Independent
[VBZ] | demonstrates | asserts | 0-0 |0.5833333333333334| Independent
[VBZ] | establishing | created | 0-0 |0.5833333333333334| Independent
[VBN] | consolidated | boosted | 0-0 |0.5833333333333334| Independent
[RB] | nevertheless | however | 0-0 |0.5833333333333334| Equivalence
[VBN] | incorporated | pointed | 0-0 |0.5833333333333334| Independent
[VBZ] | instructions | directs | 0-0 |0.5833333333333334| Independent
[VBD] | collaborated | engaged | 0-0 |0.5833333333333334| Independent
[NNS] | declarations | actions | 0-0 |0.5833333333333334| OtherRelated
[VBN] | demonstrated | located | 0-0 |0.5833333333333334| Independent
[VBZ] | demonstrates | defines | 0-0 |0.5833333333333334| Independent
[VBN] | deteriorated | demoted | 0-0 |0.5833333333333334| Independent
[VBD] | corresponded | covered | 0-0 |0.5833333333333334| Independent
[VBN] | collaborated | liaised | 0-0 |0.5833333333333334| Independent
[VBN] | relinquished | refused | 0-0 |0.5833333333333334| Independent
[VBZ] | contributing | assists | 0-0 |0.5833333333333334| OtherRelated
[NNS] | complexities | complex | 0-0 |0.5833333333333334| ReverseEntailment
[VBZ] | attributable | results | 0-0 |0.5833333333333334| Independent
[NNS] | instructions | courses | 0-0 |0.5833333333333334| Independent
[NNS] | partnerships | affairs | 0-0 |0.5833333333333334| Independent
[VBZ] | necessitates | equates | 0-0 |0.5833333333333334| Independent
[VBN] | rediscovered | renewed | 0-0 |0.5833333333333334| Independent
[VBZ] | accommodates | enables | 0-0 |0.5833333333333334| OtherRelated
[VBN] | transitioned | shifted | 0-0 |0.5833333333333334| ReverseEntailment
[VBN] | resuscitated | revived | 0-0 |0.5833333333333334| Equivalence
[VBZ] | propositions | motions | 0-0 |0.5833333333333334| OtherRelated
[VBN] | applications | claimed | 0-0 |0.5833333333333334| Independent
[NNS] | cornerstones | corners | 0-0 |0.5833333333333334| ForwardEntailment
[VBD] | concentrated | focused | 0-0 |0.5833333333333334| Equivalence
[VBZ] | attributable | relates | 0-0 |0.5833333333333334| OtherRelated
[VBZ] | implementing | pursues | 0-0 |0.5833333333333334| OtherRelated
[NNS] | resignations | resigns | 0-0 |0.5833333333333334| OtherRelated
[VBG] | traceability | tracing | 0-0 |0.5833333333333334| ForwardEntailment
[VBZ] | incorporates | relates | 0-0 |0.5833333333333334| Independent
[VBN] | preparations | planned | 0-0 |0.5833333333333334| Independent
[VBZ] | descriptions | depicts | 0-0 |0.5833333333333334| Independent
[VBN] | accommodated | acceded | 0-0 |0.5833333333333334| Independent
[VBZ] | instructions | follows | 0-0 |0.5833333333333334| Independent
[NNS] | alternatives | options | 0-0 |0.5833333333333334| Equivalence
[VBZ] | establishing | creates | 0-0 |0.5833333333333334| Independent
[VBZ] | expenditures | expends | 0-0 |0.5833333333333334| OtherRelated
